epoch,time_s_unc,spacecraft,type,r_x_GSE,r_y_GSE,r_z_GSE,delay_s,ni_up,ni_dw,v_x_GSE_up,v_x_GSE_dw,v_y_GSE_up,v_y_GSE_dw,v_z_GSE_up,v_z_GSE_dw,method,Nx,Ny,Nz,v_sh,ni_up_unc,ni_dw_unc,delay_s_unc,v_x_GSE_up_unc,v_x_GSE_dw_unc,v_y_GSE_up_unc,v_y_GSE_dw_unc,v_z_GSE_up_unc,v_z_GSE_dw_unc,Nx_unc,Ny_unc,Nz_unc,v_sh_unc
2001-03-19    11:33:28.5,3,wind,FF,-17.134,-202.812,6.492,-1272.48,10.8,17.4,-312.9,-368.4,-8.1,-26.6,12.7,21.3,MX2,-0.9,-0.382,0.209,440.6,0.7,1.3,247.43999999999997,2.2,2.2,2.2,4.1,4.7,5.1,0.044,0.09,0.206,39.3
2001-03-22    13:59:07.5,3,wind,FF,-10.711,-215.936,5.68,-152.64,19.8,45.8,-310.2,-350.9,-13.7,-24,10.6,21.1,RH08,-1,0.009,0.028,382,1.6,3.4,52.8,1.3,2.6,3.1,3.3,1.5,1.8,0,0.015,0.028,7.1
2001-03-27    01:09:07.0,16,ace,FF,0.035,-0.004,-0.001,0.48,5.6,25.9,-360.6,-408,11.1,0.7,13,-75.1,RH08,-0.791,0.235,-0.564,387.8,0.4,2.3,0.12,5.7,11.8,4.1,7.7,8.9,9.3,0.018,0.019,0.495,5.6
2001-03-27    02:00:55.5,6,wind,FF,-4.067,-231.635,4.37,-1267.08,6.7,18.9,-351,-428.1,11.1,-0.9,7.1,-67.2,RH08,-0.548,-0.311,-0.777,344.7,0.7,2.1,447.84000000000003,8.6,4.1,8.9,6.8,8,3.6,0.014,0.012,0.56,15.4
2001-03-27    17:15:15.0,16,ace,FF,0.035,-0.004,-0.001,0.36,7.4,16,-421.1,-495.8,-0.1,-62.9,40.1,-4.4,RH08,-0.936,-0.351,-0.006,566.3,0.6,1,0,2.9,11,4,8.4,7.4,4.4,0.012,0.033,0.006,17.4
2001-03-27    18:07:49.5,3,wind,FF,-3.344,-233.669,4.18,-562.26,6.4,13.2,-427.9,-498.6,-13.1,-65.8,38.5,-20.7,RH08,-0.872,-0.21,-0.441,552.1,0.5,1.1,97.38,3.7,5.3,2.9,4.2,3.2,3.5,0.008,0.008,0.41,19.4
2001-03-29    05:33:04.5,6,wind,FF,-1.942,-237.914,3.742,-1184.34,2.4,3.5,-536.7,-556.3,8.1,-15.7,4,5,RH08,-0.798,-0.399,-0.453,497.7,0.1,0,188.94,2.4,0.7,2.2,2.6,1.6,1.7,0.012,0.022,0.419,7.8
2001-03-30    21:51:47.0,25,ace,FF,0.035,-0.004,-0.002,0.5399999999999999,14,33.5,-415.5,-431.4,-12.7,-30.2,20.5,4.5,RH08,-0.86,0.256,0.441,366.6,0.5,3.8,0.06,0.9,1,0.9,1.7,1,2.2,0.006,0.017,0.41,2.3
2001-03-31    01:14:40.5,9,wind,FF,-0.57,-242.715,3.2,-1362.06,35.5,106.5,-419,-537.8,-4.6,-86.5,-4.8,-61.4,MX2,-0.772,-0.54,-0.337,564.9,2.4,22.5,271.92,3.3,6.6,13.2,11,4,16.7,0.084,0.111,0.324,34.9
2001-04-04    14:22:27.0,20,ace,FF,0.035,-0.003,-0.002,0.18,5,8.3,-457.6,-641.7,-24,20.3,5.4,63,RH08,-0.943,-0.262,0.207,950.6,0.4,2.1,1.8599999999999999,6.8,20.5,5.5,14.1,15.5,39.5,0.003,0.009,0.204,399.7
2001-04-04    14:39:46.5,18,wind,FF,1.62,-252.783,1.807,619.38,3.7,7.3,-491.6,-675.2,-29.8,77.8,8.6,80.8,RH08,-0.901,0.338,0.274,876.5,0.7,1.1,134.28,7.6,32.9,9.8,22.1,6.6,44.1,0.006,0.013,0.267,149.5
2001-04-07    16:59:14.0,16,ace,FF,0.035,-0.002,-0.003,0.36,4.1,12.4,-438.2,-540.9,-25.6,-103.6,-15.1,25.4,RH08,-0.965,-0.197,0.173,605.2,0.2,1.7,0,4,7.5,5.3,7.9,2.7,13.7,0.002,0.008,0.171,22.5
2001-04-07    17:56:58.5,12,wind,FF,2.6,-258.067,0.793,-1560.42,3.3,10.4,-457.4,-591.8,-38.5,-47.2,-19.1,-6.4,RH08,-0.805,-0.556,0.207,553.9,0.3,0.7,79.44,3.4,6.3,3.4,8.7,3.2,13.7,0.006,0.008,0.204,15.3
2001-04-08    10:32:50.0,32,ace,FF,0.035,-0.002,-0.003,0.24,5.5,14.8,-492.5,-666,-8.5,-74.3,-32.7,-45.8,RH08,-0.965,-0.25,-0.073,771.3,0.5,2.2,0,5.2,13.1,5.5,10.6,5.2,11.4,0.002,0.008,0.072,52.2
2001-04-08    11:20:46.5,6,wind,FF,2.81,-259.077,0.553,-1095.54,4.7,12.5,-495.5,-652.9,3.1,-46.3,-51.1,-58.1,RH08,-0.847,-0.481,-0.229,684.5,0.5,1.8,75.66,7.9,16.8,3.1,6.4,6.5,7.1,0.005,0.008,0.225,31.6
2001-04-11    13:14:41.0,20,ace,FF,0.035,-0.001,-0.003,0.3,3.2,8.1,-504.2,-564.1,-1.9,-74.3,-8.9,61.3,RH08,-0.917,-0.326,0.229,621.7,0.4,1.1,0,6.3,13,15.9,13.1,14.9,8.7,0.004,0.009,0.225,25.4
2001-04-11    14:09:16.5,15,wind,FF,3.68,-262.38,-0.5,55.38,2.4,7.7,-529.1,-632.1,34.5,-46.9,-12.3,40.7,RH08,-0.999,0.009,0.05,679.4,0.8,1.6,84.6,27.7,19.5,6.1,24.6,10.1,17.1,0.002,0.036,0.05,22.9
2001-04-11    15:27:45.0,26,ace,FF,0.035,-0.001,-0.003,0.18,11.8,22.2,-620.4,-651.1,-37.3,-109.8,-1.6,128.5,RH08,-0.356,-0.377,0.855,589.6,0.6,2.6,0.06,4.6,17.3,6.9,19.7,8,30,0.028,0.028,0.532,79.7
2001-04-11    16:17:58.5,6,wind,FF,3.71,-262.45,-0.53,-843.9,14.5,32.3,-651,-718.1,26.4,-43.8,46.8,181.5,RH09,-0.885,-0.423,0.196,783.2,1.6,1.4,119.64,6.1,11.4,10.4,5.7,19.1,15.4,0.033,0.065,0.193,25
2001-04-11    18:18:34.5,4,wind,SF,3.73,-262.516,-0.56,10332.24,14,46.7,-607.9,-742.4,28.4,-13.2,106.7,109.5,RH08,-0.171,0.122,-0.978,24,1.8,1.2,56454.6,5.9,6.8,4.2,5.3,17.3,4.7,0.035,0.043,0.286,8.8
2001-04-18    00:04:33.0,16,ace,FF,0.035,0,-0.003,0.42,5.7,24.3,-373,-494.3,-28.2,-45.9,-2.5,34,RH08,-0.987,-0.078,0.14,535.5,0.4,3.3,0,1.8,9.7,2.5,4.1,1.7,19,0.002,0.014,0.139,14.9
2001-04-18    00:49:49.5,6,wind,FF,5.562,-263.428,-2.682,-15,7,17.5,-362.7,-510.1,-19.3,-22.9,7.2,20.7,RH08,-0.999,-0.026,0.028,609.6,0.3,2.3,25.74,4.9,7.3,1.9,5,1.1,7.3,0,0.01,0.028,37.7
2001-04-21    15:06:40.0,32,ace,FF,0.035,0.001,-0.004,0.5399999999999999,6.6,14.9,-350.3,-394.1,-16.4,-2.6,-10,-9,RH08,-0.993,0.113,-0.028,431.5,0.5,2.1,0,2.1,6.6,1.9,5.2,1,3.6,0.001,0.01,0.028,12.9
2001-04-21    15:29:13.5,3,wind,FF,6.675,-260.555,-3.84,1723.44,7.1,11.9,-360.9,-386.2,-6.4,4,-7.3,-1.7,RH08,-0.911,0.379,0.162,395.4,0.2,0.4,89.10000000000001,1.5,1.8,1.3,0.9,0.8,0.5,0.009,0.02,0.161,2.1
2001-04-28    04:31:59.0,16,ace,FF,0.035,0.002,-0.004,0.24,3.5,11,-457,-745,-36.7,-104.9,5.7,27.6,RH08,-0.986,-0.148,0.073,906.4,0.4,2.5,0,8.2,10,6.9,12.1,7.7,10.6,0.002,0.01,0.072,57.8
2001-04-28    05:00:16.5,6,wind,FF,9.13,-249.722,-5.719,-98.88,2.4,6.8,-445.4,-748.1,-43.5,-94.8,-27.8,-22,RH08,-0.995,-0.096,0.039,932.8,0.5,1.8,28.98,6.4,33.9,7.2,31.1,13.7,38.7,0.001,0.01,0.039,174.4
2001-05-06    09:06:07.5,3,wind,FF,15.996,-227.793,-7.7,-652.44,8.7,13.4,-314.5,-328.4,-21.5,-44,-6.3,-14.5,RH08,-0.959,-0.231,-0.162,365.6,0.2,0.4,15.48,1,1.3,1.5,0.9,1.7,2.9,0.002,0,0.161,5.3
2001-05-08    09:31:42.0,16,ace,FF,0.035,0.004,-0.004,0.5399999999999999,3.5,6.6,-363,-389,3,-24.1,1.8,18.3,RH08,-0.875,-0.4,0.274,396.1,0.3,0.6,0.06,2.4,7.2,2.3,5,3.2,3.4,0.009,0.017,0.267,13.9
2001-05-12    10:03:13.5,3,wind,FF,26.886,-204.589,-8.87,393.06,5.2,7.4,-440,-475.4,-4,-20.6,-68.2,-99.8,RH08,-0.915,0.072,-0.397,574.7,0.1,0.2,113.16,3.4,3.8,9.4,14.3,3.9,6.2,0.009,0.037,0.374,16.4
2001-05-18    09:40:31.5,5,wind,SF,43.241,-173.502,-9.49,-219.96,4.1,9.1,-432.7,-470.3,-21.4,9.1,-8.2,20.3,RH08,-0.928,-0.311,-0.207,445.6,0.8,0.5,28.139999999999997,3.5,2.6,4.4,0.7,4,1.1,0.004,0.009,0.204,6.8
2001-05-18    16:09:43.5,9,wind,SF,44.102,-171.883,-9.5,-40.5,3.7,5,-412.9,-432,-17.5,21,-14.9,-24.2,RH08,-0.962,-0.267,0.061,437.6,0.3,0.3,36.66,2.8,6.5,2.6,8,1.6,5.6,0.004,0.015,0.061,28.5
2001-05-23    04:21:58.5,6,wind,SR,59.673,-141.543,-9.36,222.42,37.6,16.5,-314.2,-329.8,-45.3,-26.9,14.3,2.2,RH08,-0.794,-0.298,0.531,270.1,1.1,1,77.46,5.7,1.4,11.9,4.6,5.7,5.5,0.015,0.012,0.474,5.7
2001-05-27    14:45:43.5,6,wind,FF,76.326,-105.149,-8.53,876.5999999999999,1.7,4,-414.8,-535.9,-22.4,-13.3,8.1,83.8,RH08,-0.995,0.096,-0.028,626.1,0.2,0.6,35.82,4.5,15.5,9.5,16.5,17.2,9.9,0.001,0.014,0.028,21.4
2001-06-07    08:52:43.0,16,ace,FF,0.037,0.006,-0.001,0.5399999999999999,5.1,9.1,-371.9,-408.4,-37.7,-64.3,-24.8,-34.4,RH08,-0.988,0.061,0.14,436.5,0.2,0.3,0,1.3,3.5,1.4,4.8,1.9,9.2,0.003,0.013,0.139,7.4
2001-06-07    09:25:28.5,3,wind,FF,101.158,12.876,-2.518,1477.02,5.3,8.3,-380.4,-399.2,-37.9,-52.2,-26.7,-19.4,RH08,-0.997,-0.079,0.028,436.3,0.2,0.6,60.53999999999999,2.4,8.1,1.6,3.3,4.1,6.8,0.001,0.016,0.028,17.9
2001-06-17    13:04:52.5,6,wind,SR,79.429,118.345,5.864,2633.34,21.1,9.8,-320.1,-342.8,-9,25.2,-0.4,-8.3,RH08,-0.836,-0.455,0.307,271.2,0.8,0.4,246.72,2.1,1,2.5,3,2.7,2.4,0.009,0.015,0.297,2.6
2001-06-18    02:07:52.5,9,wind,FF,77.856,122.928,6.27,2545.98,17.4,24.3,-300.3,-318.1,-25.3,-38.6,-22.2,-23.9,RH08,-0.768,-0.636,-0.073,326,0.6,0.7,84.78,2.5,1.3,1.1,1.9,1.6,1.2,0.006,0.007,0.072,11
2001-07-04    22:50:01.5,6,wind,SF,42.889,222.134,15.261,1125.7800000000002,6.9,9.6,-391.6,-418.5,2.3,40.2,-27.7,-11.2,MX3,-0.917,-0.159,-0.366,411.4,0.4,0.2,1273.8600000000001,3,2.7,4.4,1.7,2.5,2.2,0.216,0.475,0.349,12.8
2001-08-03    06:25:40.0,16,ace,FF,0.039,-0.004,0.004,0.5399999999999999,6.5,26.1,-378.1,-449.2,21.6,30.8,-22.2,0.7,RH08,-0.982,0.183,0.039,468.7,0.8,3.2,0,2.2,6.5,3.5,1.5,1.6,2.7,0.004,0.022,0.039,11.9
2001-08-03    07:18:43.5,6,wind,FF,42.55,277.387,18.42,207.72,7.9,22.8,-376.6,-459.3,3.3,5.9,-25.9,-6.4,RH08,-0.973,0.077,0.218,490.6,0.9,1.1,68.39999999999999,1.6,5.5,1.5,2,1.6,4,0.003,0.009,0.214,12.2
2001-08-11    15:58:16.5,24,wind,SR,42.55,287.431,18.42,-2119.62,5,2.9,-356.8,-387.1,0.7,15.3,-11.9,-13.6,RH08,-0.651,0.27,0.709,193,0.2,0.1,385.98,2,0.9,1.7,1.9,1.8,1.8,0.009,0.015,0.556,5.4
2001-08-12    10:48:51.0,16,ace,FF,0.038,-0.005,0.003,0.48,7.3,35.1,-341.7,-393,14.8,9.7,17.5,51.5,RH08,-0.749,-0.425,0.508,331.8,0.7,3.7,0.12,1.9,3.8,3.6,4.7,1.4,4.7,0.01,0.009,0.459,4.3
2001-08-12    11:09:22.5,6,wind,FF,42.55,288.393,18.42,421.62,9.9,24.1,-321.9,-384.4,1.1,-12.6,-1,28.3,RH08,-0.958,0.025,0.285,424.3,0.3,2.3,120.9,2.7,3.7,3.4,4.8,2,3.4,0.003,0.017,0.277,3
2001-08-12    16:12:46.5,3,wind,FF,42.55,288.645,18.42,-984.54,13.6,22.7,-336.9,-360.4,-14.7,15.4,22.4,-13.7,RH08,-0.697,0.319,-0.642,340.2,0.6,0.7,400.02,2.3,2.2,2.7,2.3,3.3,1.3,0.011,0.011,0.535,13.2
2001-08-17    10:16:02.0,16,ace,SF,0.038,-0.006,0.003,0.48,3.8,17.9,-346.7,-471.8,5.4,12.8,21.4,7.2,RH08,-0.995,0.061,-0.073,503.8,0.5,1.2,0,4.2,5.4,4.5,11.9,2.7,6.2,0.001,0.014,0.072,8.9
2001-08-17    11:01:40.5,3,wind,FF,42.55,294.392,18.42,511.74,4.3,14.6,-350.7,-474.2,-3.3,-3.1,1.8,-35,RH08,-0.983,0.009,-0.184,523.9,0.7,1.1,55.2,6.2,5.5,6,5.7,5.3,9.5,0.002,0.013,0.182,17.5
2001-08-18    20:23:12.2,60,wind,FR,42.55,296.063,18.42,1250.4,26.1,6.1,-482.1,-510.9,14.7,-0.7,20.3,1.8,RH09,-0.893,-0.134,-0.43,408.6,1.2,0.7,308.94,1.6,1.2,1,0.8,1.2,0.9,0.031,0.069,0.401,2.2
2001-08-27    19:19:13.0,16,ace,FF,0.037,-0.006,0.002,0.24,5.8,17.2,-452.3,-549.4,3.4,-28.9,-15.4,70.6,RH08,-0.525,-0.323,0.788,418.1,0.4,1.3,0.12,3.2,4.9,3,6.2,3.6,8.2,0.011,0.008,0.559,13.7
2001-08-27    19:38:25.5,3,wind,FF,42.55,306.839,18.42,445.02,4.8,13.3,-431,-555.5,5.9,-59.9,-19.4,54.9,RH08,-0.902,-0.039,0.43,609.8,0.3,0.5,126.42000000000002,1.9,8,8.8,7.7,4.6,7.9,0.006,0.008,0.401,8.8
2001-08-30    13:58:22.5,3,wind,FF,24.796,147.552,6.612,145.44,2.2,4.5,-436.7,-522.5,-0.1,-25.6,-54.1,-59.1,RH08,-0.953,0.058,0.296,565.1,0.1,0.3,41.82,3.7,9,3.8,3.4,6.1,6.3,0.005,0.017,0.287,28.2
2001-08-31    01:25:04.5,3,wind,FF,23.006,143.892,6.28,1000.14,3.2,4.4,-402.4,-426.5,-43.3,-45,-33.4,-41.4,RH08,-0.887,-0.387,-0.251,475.3,0.1,0.2,79.5,1.1,2.9,1.3,6.8,2.2,4.8,0.018,0.038,0.246,16.8
2001-08-31    23:59:55.5,41,wind,SF,19.276,136.402,5.619,163.26,1.4,3.6,-436.6,-485.3,10.9,30.7,-4.6,-3,RH08,-0.999,0.044,0.028,517.4,0.2,0.2,58.44,3.2,3.2,2.9,1.8,6.1,3,0.002,0.035,0.028,11.8
2001-09-13    02:31:28.5,6,wind,FF,20.662,-35.837,1.127,345.23999999999995,6.7,10.2,-361,-395.1,-14,-26,-24.4,-34.6,RH08,-0.992,0.113,-0.061,454.5,0.8,0.6,30.84,3.8,3.9,3,1,12,12.5,0.005,0.037,0.061,33.4
2001-09-14    01:18:06.0,16,ace,FF,0.036,-0.005,0,0.42,7.1,16.9,-369.6,-431.4,7,-44.7,14,27.7,RH08,-0.947,-0.318,0.039,479.7,0.7,1.3,0,2.3,2.1,1.2,5.2,3.3,3.3,0.011,0.033,0.039,14.4
2001-09-14    01:59:40.5,3,wind,FF,40.106,-39.062,2.681,382.86,10.3,19.9,-368.8,-426.4,10.2,-24.6,-3.2,7,RH08,-0.972,-0.234,0.028,489.3,0.3,2.2,18.96,0.5,3.8,1.2,3.3,1,5,0.003,0.013,0.028,21.6
2001-09-25    20:17:16.5,6,wind,FF,85.582,-27.772,7.877,15.84,4.4,11.6,-369.3,-622.8,-40,-264.2,28,49.3,MX2,-0.79,-0.609,0.072,852.1,1,4.9,1757.46,6.2,36.6,20.1,25.2,15,66,0.122,0.158,0.072,
2001-09-29    09:06:19.0,60,ace,FF,0.035,-0.003,-0.002,0.3,3,6.9,-537.4,-637.5,-18.4,30,4,23,RH08,-0.991,-0.131,-0.028,687.6,0.1,0.8,0,4.2,17.9,8.4,8.6,8,15.7,0.003,0.022,0.028,34.2
2001-09-29    09:29:25.5,6,wind,FF,67.945,-10.025,6.205,582.78,2.4,6.3,-531.8,-662.9,35.4,26.4,8.4,33.2,RH08,-0.989,0.131,0.073,746.8,0.6,0.5,26.04,7.5,17,4.3,37.2,10.6,17.1,0.004,0.027,0.072,31.5
2001-09-30    18:46:36.0,16,ace,FF,0.035,-0.003,-0.002,0.3,12.6,18.1,-458.6,-545.7,-37.9,-66.7,7.8,14.3,RH08,-0.962,0.267,0.061,687.3,0.6,1.1,0,2.7,3.9,2.7,4.5,4.7,5.9,0.01,0.034,0.061,46.4
2001-09-30    19:14:52.5,9,wind,FF,54.491,-0.992,4.867,431.28,12.7,16.4,-458.9,-552.2,-25,-44.4,-3,-12.4,RH08,-0.899,0.43,0.084,730.8,0.7,0.8,58.62,2.1,1.4,1,4.6,2.7,2.8,0.004,0.008,0.084,90.5
2001-10-03    08:06:51.0,16,ace,FF,0.035,-0.002,-0.003,0.42,4.9,11,-494.2,-515.6,-1.1,29.1,18.2,18.6,RH08,-0.939,0.192,0.285,516.5,0.9,0.4,0,4.1,3.3,6.3,3.2,2.2,2.1,0.012,0.033,0.277,12.8
2001-10-08    13:05:25.5,3,wind,FF,41.517,-61.533,5.314,123.30000000000001,8.8,13.6,-365.6,-387.8,2,-4.6,-11,-12.2,RH08,-0.867,-0.472,-0.162,382.1,0.6,1.2,19.14,1.8,3.6,3.4,2.8,2.1,1.5,0.008,0.012,0.161,22.5
2001-10-11    16:19:54.0,16,ace,FF,0.035,0,-0.003,0.36,8,26,-371.8,-501,-49.9,-79.6,3.9,2.5,RH08,-0.994,-0.114,-0.006,563.3,2.2,5.1,0,5.8,6.2,4.3,6.2,11.2,10.5,0.001,0.009,0.006,35.5
2001-10-11    16:50:55.5,3,wind,FF,59.346,-65.76,7.14,638.16,6.7,19.7,-361.2,-505.5,-38.6,-67.6,-12.4,-0.8,RH08,-0.999,-0.009,0.05,581.2,0.6,2.9,27.42,5.7,3,3,7.3,4.2,10.4,0.001,0.009,0.05,22.5
2001-10-14    17:38:40.6,220,wind,FF,66.952,-60.023,7.66,-2088.36,3.2,4.5,-387.2,-429.4,-21.8,-13.3,-55.8,-63.8,RH08,-0.237,-0.929,0.285,96.6,0.4,0.2,283.2,4.5,2.1,1,3.2,3.5,2.6,0.026,0.009,0.277,13.9
2001-10-15    08:01:22.5,150,wind,SF,67.41,-57.808,7.61,806.5799999999999,3,5.9,-429.7,-456,-16.1,7.7,17.7,-18.7,RH08,-0.94,-0.091,0.33,433.4,0.2,1,106.97999999999999,4,5.9,5.6,3.8,4.5,4.7,0.008,0.027,0.317,6.1
2001-10-17    07:13:27.2,60,wind,SF,66.379,-47.924,7.13,820.8599999999999,1.2,4.9,-321.2,-341.9,20.9,-4.5,-14.1,-9.7,RH08,-0.13,-0.165,-0.978,55.7,0,0.2,258.72,1.2,1.6,2.7,1.7,2.5,1.4,0.022,0.027,0.286,1.9
2001-10-21    16:12:25.0,27,ace,FF,0.035,0.002,-0.004,0.3,9.8,29.3,-381.9,-549,18.7,-74.3,17.2,-26.4,RH08,-0.938,-0.279,-0.207,643.6,0.6,3.8,0,5.9,10,4.5,19.7,3.5,26.9,0.003,0.008,0.204,20.2
2001-10-21    16:40:43.5,6,wind,FF,43.246,-9.266,3.473,421.44,7.7,28.9,-369.7,-557.2,14.4,-18.3,30,-24.9,RH08,-0.987,-0.061,-0.151,636.4,2.5,3.5,21.419999999999998,7.3,10.7,15.5,25,14.9,31.2,0.003,0.018,0.15,30.3
2001-10-22    00:41:40.5,3,wind,FR,39.094,-5.154,2.955,417.71999999999997,49.2,30.8,-653.6,-684.6,-15.5,5.3,14.5,12,RH08,-0.991,0.078,0.106,593.2,3,1.2,11.76,3.9,2.9,6.1,2,9,1.9,0.003,0.026,0.106,11.2
2001-10-25    08:02:01.0,25,ace,FF,0.035,0.003,-0.004,0.42,4.9,18.5,-355.2,-451.2,-30.9,-60.2,-2.8,44.8,RH08,-0.901,-0.268,0.341,477.7,0.6,1.4,0.06,2.5,5.8,4.7,6.5,3.1,8.1,0.005,0.009,0.327,8.7
2001-10-25    08:59:28.5,110,wind,FF,-10.945,-35.755,1.389,-348.78,4.3,17.3,-357.1,-431.3,-34,-56.3,-6.4,43.3,RH08,-0.671,-0.35,0.654,366.9,0.9,1.7,73.67999999999999,4.8,3.5,6.5,6.2,4.8,3.5,0.021,0.022,0.539,11.8
2001-10-28    02:41:44.0,32,ace,FF,0.035,0.003,-0.004,0.36,3.2,9.8,-357.7,-501.7,-15.8,4.1,-15,10.3,RH08,-0.979,0.2,0.028,565.1,0.6,1.6,0.06,6.7,22.1,7.5,19.8,9.5,18.1,0.002,0.009,0.028,45.2
2001-10-28    03:13:46.5,3,wind,FF,7.364,-68.225,4.681,237.24,2.6,7.1,-355,-509,-7.8,9.9,-2,40.1,RH08,-0.975,0.217,0.05,591.8,0.7,1,22.92,12.9,7.8,10,9.7,13.1,18.1,0.002,0.009,0.05,53
2001-10-31    12:53:12.0,32,ace,FF,0.035,0.004,-0.003,0.48,2.8,7.7,-329.8,-397,-3,-44.8,-10.2,-54,RH08,-0.996,-0.061,-0.061,446.9,0.3,2,0.06,1.9,6,3.5,7.2,2.2,7.6,0.001,0,0.061,28.3
2001-10-31    13:47:10.5,18,wind,FF,25.779,-83.83,6.99,132.48000000000002,2.8,8.5,-325.1,-389.3,9.5,-24.3,0,-38.1,RH08,-0.929,-0.207,-0.307,417.3,0.1,0.6,20.82,1,6.6,1.9,4,2.2,3,0.004,0.001,0.297,8.6
2001-11-10    19:54:34.5,80,wind,SF,45.588,-41.329,5.084,-26.76,1.7,3.4,-412.4,-425.1,-37.9,13.4,-9.5,-61.4,RH08,-0.534,-0.675,-0.508,248.4,0.1,0.2,62.88,2.4,2.9,3.4,1.4,8.5,2.9,0.026,0.023,0.459,5.4
2001-11-16    01:25:40.5,3,wind,FR,-16.658,-33.601,1.971,-572.46,19.8,8.7,-289.5,-329.3,-73,-0.6,3.1,-4.4,RH08,-0.676,-0.201,0.709,206.3,1.4,3,133.56,3.8,10,4.8,9.7,6,15.4,0.025,0.025,0.556,12.5
2001-11-19    17:35:02.0,26,ace,FF,0.036,0.006,-0.002,0.36,3.5,8.1,-436.4,-541.9,7.2,-9.9,-25.8,-67.7,RH08,-0.968,-0.025,-0.251,632.2,0.4,1,0,3.8,7.4,4.7,12,8.1,14.4,0.003,0.009,0.246,21.8
2001-11-19    18:15:31.5,9,wind,FF,-0.201,-72.361,5.74,62.160000000000004,3.3,8,-424.7,-546.1,11.8,-4.5,-5.6,-33.9,RH08,-0.987,0.078,-0.14,629.6,0.4,0.3,11.4,5.8,8,5.2,4.8,5.2,10.5,0.002,0.012,0.139,16.3
2001-11-24    04:54:40.5,18,wind,FF,17.587,-79.479,6.95,453.36,3.7,5.8,-471,-559.6,43.5,7.3,-60.8,-44.4,RH08,-0.888,0.333,-0.318,617.8,0.6,0.8,326.70000000000005,10.2,11.5,14.1,11.9,22.5,31.1,0.007,0.011,0.307,184.8
2001-11-24    05:51:55.5,15,wind,FF,17.725,-79.405,6.95,176.4,4.6,25.3,-644.4,-937.3,43.9,183.9,-50.8,-87.9,RH08,-0.991,0.131,-0.028,1024,1.2,3.3,14.34,32.3,26.5,36.8,6.9,34,38.1,0.003,0.025,0.028,44.6
2001-11-24    13:59:10.7,60,wind,FR,18.859,-78.661,6.92,98.52,21.2,7.3,-903.2,-1009.3,-95.2,-59.6,-143.7,-147.2,RH08,-0.992,-0.078,-0.095,858.4,7.3,0.8,12.479999999999999,16.6,5.3,14.8,10,10.5,8.7,0.002,0.017,0.095,44.6
2001-11-30    17:28:04.0,26,ace,FF,0.036,0.006,-0.001,0.6,4.2,7.1,-342.8,-362.1,-22.3,-19.1,-4.3,-0.7,RH08,-0.96,-0.267,0.084,378.5,0.3,0.3,0,1.6,1.7,2,0.9,3,2,0.003,0.011,0.084,6.6
2001-11-30    18:15:46.5,6,wind,FF,42.55,420.909,18.42,217.79999999999998,3.8,5.4,-339.3,-362.2,-17.1,-14.5,0.2,15.2,RH08,-0.99,0.061,0.128,417.9,0.2,0.3,98.82000000000001,2.7,1,3.2,3.8,3.5,4.2,0.002,0.014,0.128,21.5
2001-12-05    02:33:47.2,60,wind,FR,42.55,426.131,18.42,3426.54,14.9,6.7,-381.1,-456,-103.4,-17.9,25,-4.2,RH08,-0.852,-0.408,0.33,363.6,1.9,2.8,429.24,4.3,13.7,5.9,5.9,8.4,18.4,0.011,0.019,0.317,19.4
2001-12-16    12:12:16.5,6,wind,FR,42.55,439.83,18.42,8907.359999999999,6.2,3.9,-486.3,-536,27.3,-3.8,-18,-20.9,RH08,-0.699,-0.715,-0.006,225.5,0.3,0.3,1048.02,4.6,5.9,5.3,6,13.7,9.2,0.017,0.017,0.006,27.4
2001-12-21    14:10:16.5,6,wind,FF,42.55,445.935,18.42,1095.7800000000002,4.2,6,-370.4,-425.9,-35.3,-25.6,-6.7,23,RH08,-0.957,-0.143,0.251,565.8,0.7,0.4,360.18,5.6,8.3,3.9,8.2,3.6,10.7,0.003,0,0.246,141.9
2001-12-23    23:32:25.5,90,wind,FF,42.55,448.807,18.42,3852.0599999999995,16.4,36.9,-320,-346.4,-37.7,-53.8,21.2,40.6,RH08,-0.737,-0.418,0.531,328.9,0.2,2,795.06,1.1,1.6,0.9,1.9,0.8,1.5,0.01,0.014,0.474,2
2001-12-29    04:47:29.0,26,ace,FF,0.038,0.002,0.003,0.48,12.4,47.1,-364.3,-448.3,7.8,7.2,-11.2,12.2,RH08,-0.981,-0.009,0.196,472.3,1.8,7.7,0.06,2.9,8.7,4.4,4.4,4.4,5.6,0.001,0.01,0.193,18.8
2001-12-29    05:17:01.5,3,wind,FF,42.55,455.101,18.42,283.5,8.6,27.1,-376.2,-482.5,6.5,7.6,7.7,22.8,RH08,-0.998,0.044,-0.05,528.8,2.4,2.8,18.24,4.2,7.5,5.1,3.9,4.3,7.5,0.001,0,0.05,27.3
2001-12-30    19:31:29.0,16,ace,FF,0.038,0.002,0.003,0.36,6.2,15.2,-428.6,-564.1,1.2,-5.3,-36.4,-17.2,RH08,-0.993,0.096,0.061,656,0.4,1.8,0,6.1,13.3,5.1,11.3,6.7,16.7,0.002,0.018,0.061,21
